Timestamp (ms),Date,Hour (h),Minute (min),Second (s),Analog 1 (V),Analog 2 (V),Analog 3 (V),Analog 4 (V),Accel X (g),Accel Y (g),Accel Z (g),Intake Air Temp (°F),Coolant Temp (°F),Economy (l/100km),Econ avg 1 (l/100km),Econ avg 2 (l/100km),Trip 1 (km),Trip 2 (km),Fuel usage (l/h),Engine Speed (RPM),Engine Load (mg/str),Mass Airflow (kg/h),MAF Voltage (V),Knock Current (°CRK),Vanos (°CRK),TPS (%),Ignition Angle (°CRK),Fuel Inj (ms),Speed (mph),IACV (%),Lambda Int 1 (%),Lambda Int 2 (%),Lambda 1 (V),Lambda 2 (V),Battery Voltage (V),WBO (AFR),Oil Temp (°F),Oil Pressure (PSI),Brake Pressure (%),GPS Speed (km/h),GPS North (Angle),GPS Altitude (m),GPS Latitude (°),GPS Longitude (°),
326549,250209,19,41,43,1.281,0.474,0.429,3.155,1.028,0.164,0.400,94,192,99.00,98.25,98.25,518.01,518.04,48.55,4478,582.23,474.50,4.18,-1.12,33.33,42,19.30,14.46,36,0,-7.66,-7.40,1.25,0.76,13.84,12.50,226,27,0,59.08,219.60,158.300003,30.136559,-97.637680,
326623,250209,19,41,43,1.302,0.493,0.436,3.155,1.228,0.092,0.276,94,192,99.00,98.25,98.25,518.01,518.04,51.37,4563,605.89,508.50,4.29,-0.75,35.20,44,20.79,15.01,36,0,-5.72,-6.33,4.43,3.79,13.94,12.59,226,28,0,59.71,215.71,158.300003,30.136545,-97.637688,
326699,250209,19,41,43,1.343,0.513,0.439,3.155,1.208,0.028,0.236,92,192,99.00,98.25,98.25,518.01,518.04,51.13,4451,606.54,493.00,4.24,-1.12,35.20,44,20.41,15.32,36,0,-3.96,-4.57,4.74,4.57,13.74,12.66,226,29,-0,59.71,215.71,158.300003,30.136545,-97.637688,
326769,250209,19,41,43,1.334,0.486,0.428,3.155,1.160,0.068,0.348,92,192,99.00,98.25,98.25,518.01,518.04,53.83,4643,605.14,512.00,4.31,-0.75,36.33,45,21.53,15.46,36,0,-2.20,-2.82,4.76,4.67,13.74,12.66,226,30,-0,61.02,212.62,158.199997,30.136532,-97.637703,
326839,250209,19,41,43,1.341,0.534,0.424,3.155,1.164,0.164,0.308,92,192,99.00,98.25,98.25,518.01,518.04,56.34,4746,612.91,527.50,4.35,-0.75,38.57,45,21.53,15.83,36,0,-0.41,-1.02,4.76,4.70,13.84,12.66,226,31,1,62.21,208.95,158.199997,30.136518,-97.637711,
326909,250209,19,41,44,1.391,0.479,0.441,3.155,1.184,0.088,0.332,92,192,99.00,98.25,98.25,518.01,518.04,56.34,4679,617.55,520.25,4.33,-0.75,40.07,45,21.16,16.23,36,0,1.39,0.77,4.76,4.72,13.84,12.70,226,31,0,62.21,208.95,158.199997,30.136518,-97.637711,
326979,250209,19,41,44,1.396,0.503,0.426,3.155,1.084,0.068,0.396,92,192,99.00,98.25,98.25,518.01,518.04,56.97,4763,614.61,536.75,4.37,-0.75,40.07,45,21.91,16.37,36,0,3.18,2.57,4.76,4.55,13.84,12.77,226,32,0,63.01,205.46,158.100006,30.136503,-97.637718,
327049,250209,19,41,44,1.455,0.508,0.435,3.155,0.956,0.160,0.296,92,192,99.00,98.25,98.25,518.01,518.04,62.15,4807,636.03,556.00,4.51,-0.75,40.07,50,19.30,17.24,36,0,4.98,4.36,4.57,2.38,13.94,12.86,226,34,0,64.63,202.30,158.100006,30.136488,-97.637726,
327123,250209,19,41,44,1.488,0.495,0.437,3.155,1.000,0.088,0.304,91,192,99.00,98.25,98.25,518.01,518.04,62.15,4902,669.75,599.75,4.61,-0.75,40.45,71,18.18,20.06,40,0,5.87,2.65,3.63,1.21,13.84,12.82,226,34,-0,66.26,199.09,158.000000,30.136473,-97.637726,
327200,250209,19,41,44,1.591,0.468,0.438,3.155,1.084,0.204,0.388,91,192,99.00,98.25,98.25,518.01,518.04,73.74,4957,670.38,596.75,4.61,-0.75,37.82,75,19.30,20.06,40,0,5.87,2.65,0.82,0.68,13.84,12.98,226,36,0,66.26,199.09,158.000000,30.136473,-97.637726,
327269,250209,19,41,44,1.744,0.481,0.445,3.155,1.088,0.112,0.344,91,192,99.00,98.25,98.25,518.01,518.04,74.57,4957,670.38,596.75,4.61,-0.75,37.82,75,19.30,20.06,40,0,5.87,2.65,0.82,0.68,13.84,13.37,226,41,-0,67.06,195.92,158.000000,30.136457,-97.637733,
327356,250209,19,41,44,1.860,0.569,0.444,3.155,1.028,0.020,0.384,91,192,99.00,98.25,98.25,518.01,518.04,75.64,5126,668.83,622.25,4.70,-1.12,31.83,75,19.30,19.98,40,0,5.87,2.65,0.51,0.53,13.84,13.45,226,44,-0,67.99,193.27,158.000000,30.136440,-97.637733,
327409,250209,19,41,44,1.956,0.425,0.463,3.155,1.072,0.116,0.444,91,192,99.00,98.25,98.25,518.01,518.05,76.82,5126,668.83,622.25,4.70,-1.12,31.83,75,19.30,19.98,40,0,5.87,2.65,0.51,0.53,13.84,13.58,226,47,0,67.99,193.27,158.000000,30.136440,-97.637733,
327479,250209,19,41,44,2.095,0.513,0.434,3.155,1.040,0.032,0.292,91,192,99.00,98.25,98.25,518.01,518.05,77.28,5218,668.54,631.50,4.72,-1.12,29.96,75,20.04,19.75,40,0,5.87,2.65,0.51,0.53,13.84,14.01,226,54,-0,69.64,190.19,158.000000,30.136423,-97.637741,
327549,250209,19,41,44,2.234,0.528,0.437,3.155,1.064,0.132,0.360,91,192,99.00,98.25,98.25,518.02,518.05,78.46,5344,670.53,643.50,4.80,-1.12,25.84,75,20.79,19.58,40,0,5.87,2.65,0.49,0.51,13.94,14.19,226,55,0,70.99,187.27,158.000000,30.136404,-97.637741,
327623,250209,19,41,44,2.303,0.477,0.431,3.155,1.148,0.184,0.444,91,192,99.00,98.25,98.25,518.02,518.05,78.46,5409,676.81,677.25,4.74,-1.12,22.47,75,21.53,19.59,40,0,5.87,2.65,0.49,0.51,13.84,14.24,226,60,0,72.36,184.64,158.000000,30.136387,-97.637741,
327689,250209,19,41,44,2.441,0.525,0.437,3.155,1.164,0.132,0.404,91,192,99.00,98.25,98.25,518.02,518.05,79.96,5455,673.74,677.25,4.76,-1.12,19.10,75,21.16,19.54,40,0,5.87,2.65,0.49,0.49,13.84,14.62,226,67,0,72.36,184.64,158.000000,30.136387,-97.637741,
327759,250209,19,41,44,2.540,0.548,0.436,3.155,1.068,0.020,0.372,91,192,99.00,98.25,98.25,518.02,518.05,79.96,5572,668.58,673.00,4.82,-3.38,15.35,75,21.53,19.45,40,0,5.87,2.65,0.49,0.49,13.84,14.69,226,70,0,73.73,181.85,158.000000,30.136368,-97.637741,
327829,250209,19,41,44,2.742,0.497,0.433,3.155,1.036,0.032,0.420,91,192,99.00,98.25,98.25,518.02,518.05,81.27,5572,668.58,673.00,4.82,-3.38,15.35,75,21.53,19.45,40,0,5.87,2.65,0.49,0.49,13.84,14.92,226,73,0,75.01,179.09,158.100006,30.136349,-97.637741,
327899,250209,19,41,44,2.815,0.535,0.443,3.155,1.036,0.104,0.292,91,192,99.00,98.25,98.25,518.02,518.05,82.39,5650,667.76,692.50,4.84,-3.38,14.23,75,22.28,19.44,40,0,5.87,2.65,0.49,0.49,13.84,15.15,226,77,0,75.01,179.09,158.100006,30.136349,-97.637741,
327969,250209,19,41,44,2.897,0.516,0.445,3.155,1.048,0.224,0.340,91,192,99.00,98.25,98.25,518.02,518.05,82.96,5703,667.78,691.75,4.86,-3.38,14.98,75,22.28,19.39,40,0,5.87,2.65,0.49,0.49,13.84,15.29,226,84,0,76.49,175.97,158.100006,30.136330,-97.637741,
328039,250209,19,41,45,2.764,0.480,0.435,3.155,1.004,0.140,0.352,91,192,99.00,98.25,98.25,518.02,518.05,83.98,5729,671.03,701.25,4.92,-3.38,13.86,75,22.65,19.54,40,0,5.87,2.65,0.49,0.49,13.84,15.27,226,85,0,78.32,173.54,158.100006,30.136309,-97.637741,
328109,250209,19,41,45,2.663,0.500,0.446,3.155,0.936,0.052,0.500,91,192,99.00,98.25,98.25,518.02,518.05,83.98,5808,671.56,696.75,4.96,-3.38,14.23,75,23.02,19.57,40,0,5.87,2.65,0.49,0.49,13.84,15.10,226,83,-0,78.32,173.54,158.100006,30.136309,-97.637741,
328179,250209,19,41,45,2.628,0.525,0.420,3.155,0.904,0.016,0.408,91,192,99.00,98.25,98.25,518.02,518.05,86.15,5903,665.78,710.50,4.98,-3.38,14.23,75,23.77,19.46,48,0,5.87,2.65,0.47,0.47,13.84,14.99,226,77,0,79.65,170.85,158.199997,30.136290,-97.637733,
328249,250209,19,41,45,2.810,0.484,0.445,3.155,0.880,0.096,0.324,91,192,99.00,98.25,98.25,518.02,518.06,86.15,5982,664.90,721.25,4.96,-3.38,13.48,75,23.77,19.47,48,0,5.87,2.65,0.47,0.47,13.84,15.20,226,79,0,80.88,168.44,158.199997,30.136271,-97.637726,
328323,250209,19,41,45,2.799,0.458,0.446,3.155,1.016,0.124,0.372,91,192,99.00,98.25,98.25,518.02,518.06,87.35,6002,666.48,725.00,4.98,-3.38,14.23,75,23.77,19.52,48,0,5.87,2.65,0.49,0.47,13.84,15.13,226,82,-0,82.71,166.60,158.300003,30.136250,-97.637726,
328400,250209,19,41,45,2.772,0.513,0.434,3.155,0.828,0.100,0.476,91,192,99.00,98.25,98.25,518.03,518.06,87.86,6126,653.10,725.00,4.98,-3.00,14.61,75,24.52,19.16,48,0,5.87,2.65,0.47,0.47,13.84,15.27,226,84,0,82.71,166.60,158.300003,30.136250,-97.637726,
328469,250209,19,41,45,2.790,0.473,0.432,3.155,0.836,0.004,0.460,91,192,99.00,98.25,98.25,518.03,518.06,88.03,6126,653.10,725.00,4.98,-3.00,14.61,75,24.52,19.16,48,0,5.87,2.65,0.47,0.47,13.84,15.17,226,83,0,83.80,163.92,158.300003,30.136229,-97.637718,
328539,250209,19,41,46,2.785,0.521,0.432,3.155,0.696,0.104,0.344,91,192,99.00,98.25,98.25,518.03,518.06,87.92,6146,650.79,725.00,4.98,-3.00,14.23,75,24.52,19.07,48,0,5.87,2.65,0.47,0.47,13.74,15.21,226,84,-0,85.08,161.71,158.300003,30.136209,-97.637703,
328609,250209,19,41,46,2.788,0.509,0.431,3.155,0.824,0.132,0.352,91,192,99.00,98.25,98.25,518.03,518.06,87.92,6273,636.57,725.00,4.98,-4.88,14.23,75,25.26,18.72,48,0,5.87,2.65,0.47,0.45,13.84,15.15,227,83,-0,85.08,161.71,158.300003,30.136209,-97.637703,
328679,250209,19,41,46,2.828,0.493,0.432,3.155,0.776,0.096,0.428,91,192,99.00,98.25,98.25,518.03,518.06,88.17,6299,634.98,725.00,4.98,-5.25,14.23,75,25.26,18.66,48,0,5.87,2.65,0.47,0.45,13.84,15.20,227,83,-1,86.64,159.90,158.399994,30.136189,-97.637695,
328749,250209,19,41,46,2.746,0.541,0.420,3.155,0.880,-0.100,0.152,91,192,99.00,98.25,98.25,518.03,518.06,88.09,6372,627.96,725.00,4.98,-5.62,13.86,75,25.64,18.43,48,0,5.87,2.65,0.47,0.45,13.84,15.23,227,84,1,87.53,157.89,158.399994,30.136169,-97.637688,
328823,250209,19,41,46,2.771,0.451,0.433,3.155,0.704,0.176,0.348,91,192,99.00,98.25,98.25,518.03,518.06,88.09,6490,615.85,725.00,4.98,-5.62,13.48,75,26.38,18.11,48,0,5.87,2.65,0.47,0.45,13.84,15.17,227,84,1,89.06,156.11,158.500000,30.136148,-97.637680,
328889,250209,19,41,46,2.710,0.493,0.438,3.155,0.672,0.076,-0.008,91,192,99.00,98.25,98.25,518.03,518.06,88.39,6524,611.67,725.00,4.98,-5.62,14.23,75,26.38,18.07,48,0,5.87,2.65,0.47,0.45,13.74,15.31,227,84,1,89.06,156.11,158.500000,30.136148,-97.637680,
328960,250209,19,41,46,2.836,0.484,0.440,3.155,0.428,0.364,0.264,91,192,99.00,98.25,98.25,518.03,518.06,88.39,6653,602.05,725.00,4.98,-5.62,13.86,75,26.75,17.87,48,0,5.87,2.65,0.47,0.45,13.84,15.28,227,83,1,90.23,154.92,158.500000,30.136127,-97.637665,
329029,250209,19,41,46,2.794,0.521,0.425,3.155,0.816,-0.156,0.172,91,192,99.00,98.25,98.25,518.03,518.07,89.15,6653,602.05,725.00,4.98,-5.62,13.86,75,26.75,17.87,48,0,5.87,2.65,0.47,0.45,13.84,15.32,227,83,1,91.67,153.81,158.600006,30.136106,-97.637650,
329099,250209,19,41,46,2.720,0.554,0.428,3.155,0.792,0.348,0.452,91,192,99.00,98.25,98.25,518.03,518.07,89.40,6691,597.39,725.00,4.98,-5.62,14.23,68,26.75,17.81,48,0,5.87,2.65,0.47,0.45,13.84,14.88,227,84,0,91.67,153.81,158.600006,30.136106,-97.637650,
329169,250209,19,41,46,2.580,0.563,0.427,3.155,0.536,-0.108,0.048,91,192,99.00,98.25,98.25,518.04,518.07,15.38,6225,127.66,127.25,2.50,-3.75,13.48,0,40.56,3.29,56,0,4.66,1.75,0.45,0.45,13.94,15.02,228,77,0,93.32,152.86,158.600006,30.136086,-97.637642,
329239,250209,19,41,46,2.643,0.513,0.411,3.155,0.444,0.004,-0.124,91,192,99.00,98.25,98.25,518.04,518.07,6.01,5927,58.02,62.25,1.91,0.00,13.86,0,6.99,1.35,56,0,4.66,1.30,0.47,0.45,13.94,14.93,228,78,0,94.16,151.45,158.600006,30.136065,-97.637627,
329309,250209,19,41,46,2.617,0.511,0.419,3.155,0.392,-0.020,-0.072,91,192,99.00,98.25,98.25,518.04,518.07,6.01,5598,47.80,48.50,1.70,0.00,15.35,0,3.26,1.20,56,0,4.66,1.30,0.47,0.47,13.94,14.99,228,78,0,94.16,151.45,158.600006,30.136065,-97.637627,
329379,250209,19,41,46,2.710,0.503,0.420,3.155,0.364,-0.064,-0.016,91,192,99.00,98.25,98.25,518.04,518.07,8.27,5228,58.53,58.50,1.93,0.00,17.98,14,32.35,2.11,56,0,4.66,1.30,0.47,0.47,13.84,14.96,228,78,1,94.45,150.25,158.600006,30.136045,-97.637611,
329449,250209,19,41,46,2.511,0.525,0.412,3.155,0.448,0.140,0.336,91,192,99.00,98.25,98.25,518.04,518.07,8.27,5471,677.71,669.50,4.88,-1.12,20.22,73,20.04,20.08,56,0,3.32,-0.00,0.55,0.51,13.84,15.15,228,80,0,94.04,149.45,158.600006,30.136024,-97.637596,
329523,250209,19,41,46,2.541,0.569,0.419,3.155,0.472,0.184,0.376,91,192,99.00,98.25,98.25,518.04,518.07,82.39,4277,685.02,511.50,4.24,-0.75,19.10,75,17.43,20.37,56,0,3.32,-0.00,0.49,0.51,13.74,14.38,228,76,0,94.12,148.41,158.600006,30.136005,-97.637581,
329600,250209,19,41,47,2.657,0.532,0.421,3.155,0.468,-0.112,0.192,91,192,99.00,98.25,98.25,518.04,518.07,65.35,4568,626.33,518.00,4.29,-0.75,20.97,75,19.67,18.27,56,0,3.32,-0.00,0.47,0.47,13.84,15.08,228,77,1,94.12,148.41,158.600006,30.136005,-97.637581,
329669,250209,19,41,47,2.625,0.480,0.420,3.155,0.164,0.236,0.068,91,192,99.00,98.25,98.25,518.04,518.08,62.59,4568,626.33,518.00,4.29,-0.75,20.97,75,19.67,18.27,56,0,3.32,-0.00,0.47,0.47,13.84,14.95,228,79,0,95.01,147.45,158.600006,30.135984,-97.637573,
329739,250209,19,41,47,2.586,0.502,0.421,3.155,0.340,0.040,0.392,91,192,99.00,98.25,98.25,518.04,518.08,62.79,4596,625.15,515.75,4.31,-0.75,23.22,75,20.04,18.21,56,0,3.32,-0.00,0.49,0.47,13.84,15.03,228,79,0,96.73,146.92,158.600006,30.135963,-97.637558,
329809,250209,19,41,47,2.659,0.480,0.413,3.155,0.392,0.004,0.376,91,192,99.00,98.25,98.25,518.05,518.08,64.32,4628,635.12,535.25,4.39,-0.75,26.21,75,20.04,18.53,56,0,3.32,-0.00,0.49,0.47,13.84,14.88,229,77,-1,96.73,146.92,158.600006,30.135963,-97.637558,
329879,250209,19,41,47,2.695,0.483,0.421,3.155,0.164,0.140,0.228,91,192,99.00,98.25,98.25,518.05,518.08,64.12,4626,633.78,523.25,4.43,-1.12,28.09,75,20.41,18.48,56,0,3.32,-0.00,0.49,0.47,13.84,15.01,229,78,0,97.45,146.33,158.600006,30.135944,-97.637535,
329949,250209,19,41,47,2.604,0.534,0.428,3.155,0.148,0.168,0.096,91,192,99.00,98.25,98.25,518.05,518.08,64.12,4678,640.16,534.50,4.47,-1.12,30.71,75,20.41,18.67,56,0,3.32,-0.00,0.49,0.47,13.84,14.94,229,78,0,98.27,145.65,158.600006,30.135923,-97.637520,
330023,250209,19,41,47,2.678,0.508,0.425,3.155,0.312,0.208,0.300,91,192,99.00,98.25,98.25,518.05,518.08,67.30,4740,649.22,568.00,4.43,-1.12,32.96,75,19.67,18.93,56,0,3.32,-0.00,0.49,0.47,13.94,14.98,229,77,0,99.69,145.08,158.600006,30.135902,-97.637505,
330099,250209,19,41,47,2.633,0.500,0.409,3.155,0.424,-0.124,0.336,91,192,99.00,98.25,98.25,518.05,518.08,67.30,4710,655.01,569.25,4.43,-1.12,34.83,75,20.41,19.14,56,0,3.32,-0.00,0.49,0.47,13.84,14.88,229,78,-0,99.69,145.08,158.600006,30.135902,-97.637505,
330169,250209,19,41,48,2.618,0.543,0.421,3.155,0.332,-0.012,0.196,91,192,99.00,98.25,98.25,518.05,518.08,68.25,4806,650.60,559.00,4.51,-1.12,36.70,75,20.41,18.94,60,0,3.32,-0.00,0.47,0.47,13.84,15.03,229,79,0,100.69,144.48,158.600006,30.135881,-97.637489,
330239,250209,19,41,48,2.684,0.480,0.413,3.155,0.272,0.164,0.324,91,192,99.00,98.25,98.25,518.05,518.08,68.25,4830,651.15,571.00,4.49,-1.12,39.32,75,20.41,18.95,60,0,3.32,-0.00,0.47,0.47,13.84,14.96,229,78,0,101.66,143.76,158.600006,30.135862,-97.637474,
330309,250209,19,41,48,2.666,0.489,0.415,3.155,0.360,0.000,0.348,91,192,99.00,98.25,98.25,518.05,518.09,68.63,4830,651.15,571.00,4.49,-1.12,39.32,75,20.41,18.95,60,0,3.32,-0.00,0.47,0.47,13.84,15.03,229,78,-0,101.66,143.76,158.600006,30.135862,-97.637474,
330379,250209,19,41,48,2.685,0.476,0.423,3.155,0.288,0.040,0.268,91,192,99.00,98.25,98.25,518.05,518.09,68.89,4841,652.20,568.00,4.55,-1.12,39.32,75,20.41,18.97,60,0,3.32,-0.00,0.47,0.47,13.84,15.16,229,79,-0,102.84,143.03,158.600006,30.135841,-97.637451,
330449,250209,19,41,48,2.685,0.500,0.412,3.155,0.336,0.052,0.292,91,192,99.00,98.25,98.25,518.06,518.09,70.08,4922,652.07,587.75,4.53,-1.12,38.95,75,20.41,18.98,60,0,3.32,-0.00,0.47,0.47,13.84,15.04,230,80,-0,104.08,142.58,158.600006,30.135820,-97.637436,
330523,250209,19,41,48,2.768,0.525,0.403,3.155,0.292,0.196,0.292,91,192,99.00,98.25,98.25,518.06,518.09,70.46,4935,653.79,574.25,4.57,-1.12,38.95,75,20.04,19.04,60,0,3.32,-0.00,0.47,0.47,13.84,15.04,230,79,-1,105.12,141.86,158.600006,30.135799,-97.637413,
330599,250209,19,41,48,2.700,0.487,0.419,3.155,0.228,0.128,0.264,91,192,99.00,98.25,98.25,518.06,518.09,70.46,4991,656.31,598.25,4.53,-1.12,38.57,75,20.41,18.77,60,0,1.52,-0.00,0.47,0.47,13.84,15.03,230,79,-1,105.12,141.86,158.600006,30.135799,-97.637413,
330669,250209,19,41,48,2.599,0.327,0.407,3.155,0.248,0.084,0.268,89,192,99.00,98.25,98.25,518.06,518.09,69.67,5013,657.49,599.75,4.61,-1.12,38.95,75,20.41,18.53,60,0,-0.00,-0.00,0.47,0.47,13.84,14.92,230,78,0,106.10,141.32,158.500000,30.135778,-97.637398,
330739,250209,19,41,48,2.705,0.493,0.416,3.155,0.176,0.016,0.316,89,193,99.00,98.25,98.25,518.06,518.09,69.67,5059,659.82,598.25,4.61,-1.12,37.45,75,20.04,18.58,60,0,-0.00,-0.00,0.47,0.47,13.94,15.14,230,78,-0,107.43,140.87,158.500000,30.135757,-97.637375,
330809,250209,19,41,48,2.684,0.508,0.416,3.155,0.116,0.084,0.284,89,193,99.00,98.25,98.25,518.06,518.09,70.51,5100,660.41,617.75,4.59,-1.12,34.45,75,19.67,18.58,60,0,-0.00,-0.00,0.47,0.47,13.84,15.06,230,80,0,107.43,140.87,158.500000,30.135757,-97.637375,
330880,250209,19,41,48,2.649,0.484,0.404,3.155,0.092,0.068,0.316,89,193,99.00,98.25,98.25,518.06,518.09,71.06,5148,663.43,628.50,4.61,-1.12,32.21,75,19.67,18.67,60,0,-0.00,-0.00,0.47,0.47,13.84,15.03,230,80,-0,108.23,140.44,158.500000,30.135738,-97.637360,
330949,250209,19,41,48,2.656,0.473,0.406,3.155,-0.080,0.152,0.296,89,193,99.00,98.25,98.25,518.06,518.10,72.08,5148,663.43,628.50,4.61,-1.12,32.21,75,19.67,18.67,60,0,-0.00,-0.00,0.47,0.47,13.84,15.21,231,80,0,109.73,140.20,158.500000,30.135715,-97.637337,
331023,250209,19,41,48,2.691,0.506,0.406,3.155,-0.060,0.200,0.248,89,193,99.00,98.25,98.25,518.07,518.10,71.94,5175,661.31,620.75,4.68,-1.12,28.46,75,19.67,18.54,60,0,-0.00,-0.00,0.47,0.47,13.94,15.13,230,80,0,110.77,139.98,158.500000,30.135695,-97.637314,
331099,250209,19,41,48,2.695,0.541,0.401,3.155,-0.104,0.152,0.216,89,193,99.00,98.25,98.25,518.07,518.10,72.34,5222,659.23,619.25,4.68,-1.12,26.21,75,19.67,18.47,60,0,-0.00,-0.00,0.47,0.47,13.94,15.13,230,80,0,110.77,139.98,158.500000,30.135695,-97.637314,
331169,250209,19,41,48,2.609,0.493,0.419,3.155,-0.112,0.112,0.280,89,193,99.00,98.25,98.25,518.07,518.10,71.98,5220,658.48,623.75,4.72,-1.12,22.84,75,19.30,18.39,67,0,-0.00,-0.00,0.47,0.47,13.84,15.07,230,81,1,111.55,140.04,158.399994,30.135674,-97.637299,
331239,250209,19,41,48,2.759,0.500,0.406,3.155,-0.136,0.004,0.356,89,193,99.00,98.25,98.25,518.07,518.10,73.06,5297,660.74,628.50,4.74,-1.12,20.22,75,20.04,18.39,67,0,-0.00,-0.00,0.49,0.47,13.94,15.04,230,79,0,112.75,140.26,158.500000,30.135653,-97.637276,
331313,250209,19,41,48,2.714,0.567,0.406,3.155,-0.140,-0.052,0.276,89,193,99.00,98.25,98.25,518.07,518.10,73.06,5358,668.89,664.75,4.68,-0.75,17.98,75,20.41,18.48,67,0,-0.00,-0.00,0.47,0.45,13.84,15.23,230,81,0,113.86,140.28,158.500000,30.135630,-97.637253,
331389,250209,19,41,48,2.764,0.484,0.407,3.155,-0.104,0.080,0.276,89,193,99.00,98.25,98.25,518.07,518.10,74.22,5387,667.70,663.25,4.72,-0.75,15.73,75,20.41,18.37,67,0,-0.00,-0.00,0.47,0.45,13.94,15.20,230,81,0,113.86,140.28,158.500000,30.135630,-97.637253,
331459,250209,19,41,48,2.660,0.489,0.401,3.155,-0.200,0.160,0.304,89,193,99.00,98.25,98.25,518.07,518.11,74.22,5405,668.47,655.75,4.74,-0.75,13.86,75,20.79,18.33,67,0,-0.00,-0.00,0.47,0.45,13.84,15.12,231,81,-0,114.95,140.59,158.500000,30.135607,-97.637230,
331529,250209,19,41,48,2.703,0.560,0.420,3.155,-0.236,0.136,0.244,89,193,99.00,98.25,98.25,518.07,518.11,74.31,5455,667.74,663.25,4.82,-0.75,13.86,75,20.79,18.28,67,0,-0.00,-0.00,0.47,0.45,13.84,15.12,231,80,-0,116.01,140.76,158.500000,30.135584,-97.637215,
331599,250209,19,41,48,2.749,0.556,0.425,3.155,-0.244,0.104,0.220,89,193,99.00,98.25,98.25,518.08,518.11,74.78,5495,669.46,657.25,4.88,-0.75,13.86,75,21.16,18.36,67,0,-0.00,-0.00,0.47,0.45,13.84,15.25,231,81,1,116.01,140.76,158.500000,30.135584,-97.637215,
331669,250209,19,41,48,2.687,0.492,0.413,3.155,-0.188,0.116,0.240,89,193,99.00,98.25,98.25,518.08,518.11,75.66,5495,669.46,657.25,4.88,-0.75,13.86,75,21.16,18.36,67,0,-0.00,-0.00,0.47,0.45,13.84,15.02,231,80,0,117.03,141.05,158.500000,30.135561,-97.637192,
331739,250209,19,41,48,2.764,0.557,0.413,3.155,-0.348,0.248,0.244,89,193,99.00,98.25,98.25,518.08,518.11,76.15,5548,668.75,679.50,4.76,-0.75,13.86,75,21.53,18.30,67,0,-0.00,-0.00,0.47,0.45,13.84,14.97,231,79,0,118.16,141.46,158.500000,30.135538,-97.637169,
331812,250209,19,41,48,2.746,0.467,0.406,3.155,-0.392,0.164,0.340,89,193,99.00,98.25,98.25,518.08,518.11,76.12,5551,665.91,666.75,4.90,-3.38,13.86,75,21.53,18.28,67,0,-0.00,-0.00,0.47,0.45,13.84,15.14,231,81,1,119.03,141.72,158.500000,30.135515,-97.637146,
331879,250209,19,41,48,2.649,0.524,0.409,3.155,-0.416,0.004,0.320,89,193,99.00,98.25,98.25,518.08,518.11,76.59,5585,666.71,679.00,4.86,-3.38,13.86,75,21.53,18.28,67,0,-0.00,-0.00,0.47,0.45,13.84,15.01,231,80,0,119.03,141.72,158.500000,30.135515,-97.637146,
331949,250209,19,41,48,2.772,0.537,0.403,3.155,-0.624,0.116,0.336,89,193,99.00,98.25,98.25,518.08,518.11,76.59,5657,667.95,696.75,4.84,-3.38,14.23,75,22.28,18.40,67,0,-0.00,-0.00,0.47,0.45,13.84,15.30,231,80,0,120.10,142.30,158.500000,30.135490,-97.637123,
332023,250209,19,41,48,2.692,0.534,0.432,3.155,-0.812,0.128,0.308,89,193,99.00,98.25,98.25,518.08,518.12,79.32,5724,670.43,699.00,4.90,-3.38,13.48,74,22.65,18.48,67,0,-0.00,-0.00,0.47,0.45,13.84,15.09,231,82,0,121.05,142.90,158.500000,30.135468,-97.637108,
332099,250209,19,41,48,2.756,0.541,0.408,3.155,-0.904,0.144,0.284,89,193,99.00,98.25,98.25,518.09,518.12,79.32,5717,671.64,694.50,4.94,-3.38,13.86,72,22.65,18.52,67,0,-0.00,-0.00,0.47,0.45,13.84,15.29,231,82,0,121.05,142.90,158.500000,30.135468,-97.637108,
332169,250209,19,41,48,2.684,0.512,0.401,3.155,-1.064,0.232,0.224,88,193,99.00,98.25,98.25,518.09,518.12,80.42,5795,670.66,710.50,4.90,-3.38,13.86,71,23.02,18.50,73,0,-0.00,-0.00,0.47,0.45,13.84,15.11,231,82,0,122.01,143.90,158.500000,30.135443,-97.637085,
332239,250209,19,41,48,2.694,0.515,0.412,3.155,-1.064,0.072,0.248,88,193,99.00,98.25,98.25,518.09,518.12,80.42,5794,669.71,705.25,4.92,-3.75,13.86,71,23.02,18.48,73,0,-0.00,-0.00,0.47,0.45,13.94,14.99,231,81,0,122.82,145.23,158.600006,30.135416,-97.637062,
332309,250209,19,41,48,2.692,0.535,0.399,3.155,-0.924,-0.016,0.260,88,193,99.00,98.25,98.25,518.09,518.12,80.29,5794,669.71,705.25,4.92,-3.75,13.86,71,23.02,18.48,73,0,-0.00,-0.00,0.47,0.45,13.94,15.13,231,81,0,122.82,145.23,158.600006,30.135416,-97.637062,
332400,250209,19,41,49,2.788,0.492,0.406,3.155,-0.876,-0.020,0.372,88,193,99.00,98.25,98.25,518.09,518.12,80.97,5897,666.39,712.75,4.94,-4.12,14.23,75,21.91,18.37,73,0,-0.00,-0.00,0.47,0.45,13.84,15.17,231,81,0,123.38,146.68,158.600006,30.135389,-97.637047,
